,Day 5,MULTI-TRAIN-01,张家界-重庆,高铁二等座,230,人,2,460,4,920,"张家界西-重庆东 08:52-10:54
",,"Day 1: 宿上海 (Shanghai)
Day 2: 宿张家界 (Zhangjiajie)
Day 3: 宿张家界 (Zhangjiajie)
Day 4: 宿张家界 (Zhangjiajie)
Day 5: 宿重庆 (Chongqing)
Day 6: 宿重庆 (Chongqing)
Day 7: 宿阳朔 (Yangshuo)
Day 8: 宿阳朔 (Yangshuo)
Day 9: 宿西安 (Xi’an)
Day 10: 宿西安 (Xi’an)
Day 11: 宿北京 (Beijing)
Day 12: 宿北京 (Beijing)
Day 13: 宿北京 (Beijing)",,,,,,,,,
,Day 5,CQ-GUIDE-01,重庆,英文导游,600,天,1,600,1,600,,,,5500,7700,14400,,,,,,
,Day 5,CQ-TRANS-07,重庆,滴滴快车市内,250,天,1,250,0,0,含50人民币空间,,,"11,000","15,400","28,800",,,,,,
,Day 5,CQ-TRANS-02,重庆,7座车市内包车,700,天,0,0,1,700,,,,,,,,,,,,
,Day 5,CQ-TICKET-01,重庆,人民大礼堂,10,人,2,20,4,40,,,,,,,,,,,,
,Day 5,CQ-TICKET-02,重庆,长江索道,30,人,2,60,4,120,,,,,,,,,,,,
,Day 6,CQ-GUIDE-01,重庆,英文导游,600,天,1,600,1,600,,,,,,,,,,,,
,Day 6,CQ-TRANS-07,重庆,滴滴(大足往返),550,天,1,550,0,0,含50人民币空间,,,,,,,,,,,
,Day 6,CQ-TRANS-06,重庆,7座车(大足往返),1000,天,0,0,1,1000,,,,,,,,,,,,
,Day 6,CQ-TICKET-04,重庆,大足石刻门票,155,人,2,310,4,620,,,,,,,,,,,,
,Day 7,MULTI-TRAIN-02,重庆-桂林,高铁二等座,300,人,2,600,4,1200,重庆西-桂林北07:09-12:03,,,,,,,,,,,
,Day 7,YS-GUIDE-01,阳朔,英文导游,700,天,1,700,1,700,,,团队规模,酒店星级,产品总成本,总售价 (含30%利润),单人售价,,,,,
,Day 7,YS-TRANS-05,阳朔,滴滴快车县内,250,天,1,250,0,0,含50人民币空间,,,,,,,,,,,
,Day 7,YS-TRANS-02,阳朔,7座车包车,700,天,0,0,1,700,,,2人团4 Days (上海入境),3星,29330.2,38129.26,19064.63,,,,,
,Day 7,YS-ACTIVITY-01,阳朔,遇龙河竹筏,220,筏,1,220,2,440,2人/筏,,,4星,31530.2,40989.26,20494.63,,,,,
,Day 7,YS-ACTIVITY-03,阳朔,自行车租赁,20,天,3,60,5,100,含导游,,,5星,38230.2,49699.26,24849.63,,,,,
,Day 8,YS-GUIDE-01,阳朔,英文导游,700,天,1,700,1,700,,,4人团,3星,"48,300","62,790","15,698",,,,,
,Day 8,YS-TRANS-05,阳朔,滴滴快车县内,250,天,1,250,0,0,含50人民币空间,,,4星,"52,700","68,510","17,128",,,,,
,Day 8,YS-TRANS-02,阳朔,7座车包车,700,天,0,0,1,700,,,,5星,"66,100","85,930","21,483",,,,,
,Day 8,YS-ACTIVITY-07,阳朔,鱼鹰夜捕表演,100,人,2,200,4,400,,,,,,,,,,,,
,Day 8,YS-TICKET-02,阳朔,相公山门票,60,人,2,120,4,240,,,,,,,,,,,,
,Day 9,MULTI-FLIGHT-02,桂林-西安,经济舱机票,650,人,2,1300,4,2600,"10月11月：10:05出发
1月：10:50出发",,,,,,,,,,,
,Day 9,XA-GUIDE-01,西安,英文导游,900,天,1,900,1,900,,,,,,,,,,,,
,Day 9,XA-TRANS-02,西安,7座车(兵马俑),600,天,1,600,1,600,,,,,,,,,,,,
,Day 9,XA-TICKET-03,西安,西安城墙,54,人,2,108,4,216,,,,,,,,,,,,
,Day 9,XA-ACTIVITY-03,西安,城墙自行车租赁,45,人,3,135,5,225,含导游,,,,,,,,,,,
,Day 9,XA-TICKET-04,西安,钟鼓楼联票,50,人,2,100,4,200,,,,,,,,,,,,
,Day 9,XA-TICKET-06,西安,大慈恩寺,45,人,2,90,4,180,进大雁塔用,,,,,,,,,,,
,Day 10,XA-GUIDE-01,西安,英文导游,900,天,1,900,1,900,,,,,,,,,,,,
,Day 10,XA-TRANS-02,西安,7座车(兵马俑),600,天,1,600,1,600,,,,,,,,,,,,
,Day 10,XA-TICKET-01,西安,兵马俑门票,120,人,2,240,4,480,,,,,,,,,,,,
,Day 10,XA-ACTIVITY-01,西安,兵马俑DIY,55,人,2,110,4,220,,,,,,,,,,,,
,Day 11,MULTI-TRAIN-03,西安-北京,高铁二等座,550,人,2,1100,4,2200,西安北-北京西09:04-14:21,,,,,,,,,,,
,Day 11,BJ-GUIDE-01,北京,英文导游,800,天,1,800,1,800,,,,,,,,,,,,
,Day 11,BJ-TRANS-06,北京,滴滴快车市内,250,天,1,250,0,0,含50人民币空间,,,,,,,,,,,
,Day 11,BJ-TRANS-02,北京,7座车包车,650,天,0,0,1,650,,,,,,,,,,,,
,Day 11,BJ-TICKET-06,北京,天坛联票,34,人,2,68,4,136,,,,,,,,,,,,
,Day 11,BJ-TICKET-05,北京,雍和宫门票,25,人,2,50,4,100,,,,,,,,,,,,
,Day 12,BJ-GUIDE-01,北京,英文导游,800,天,1,800,1,800,,,,,,,,,,,,
,Day 12,BJ-TRANS-02,北京,7座车包车,650,天,1,650,1,650,,,,,,,,,,,,
,Day 12,BJ-TICKET-03,北京,慕田峪长城,180,人,2,360,4,720,,,,,,,,,,,,
,Day 12,BJ-TICKET-04,北京,颐和园门票,30,人,2,60,4,120,,,,,,,,,,,,
,Day 13,BJ-GUIDE-01,北京,英文导游,800,天,1,800,1,800,,,,,,,,,,,,
,Day 13,BJ-TRANS-06,北京,滴滴快车市内,250,天,1,250,0,0,含50人民币空间,,,,,,,,,,,
,Day 13,BJ-TRANS-02,北京,7座车包车,650,天,0,0,1,650,,,,,,,,,,,,
,Day 13,BJ-TICKET-01,北京,故宫门票,60,人,2,120,4,240,,,,,,,,,,,,
,Day 13,BJ-TICKET-02,北京,景山门票,2,人,2,4,4,8,,,,,,,,,,,,
,Day 13,BJ-ACTIVITY-01,北京,胡同游三轮车,300,人,2,600,4,1200,,,,,,,,,,,,
,Day 14,-,北京,送机,200,-,1,200,1,200,,,,,,,,,,,,
,,,,操作费北京10%,,,5012,501.2,,707,,,,,,,,,,,,
,总计,,,,,,,23830.2,,37300,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
"
",,,,,,,,,,,,,,,,,,,,,,
