,Day 5,CQ-TICKET-03,重庆,武隆套票,260,人,2,520,4,1040,,,Day 18,550,500,1000,,,,,,
,Day 6,CQ-GUIDE-01,重庆,英文导游,600,天,1,600,1,600,,,Day 19,550,800,1000,,,,,,
,Day 6,CQ-TRANS-07,重庆,滴滴(大足往返),500,天,1,500,0,0,,,Day 20,550,800,1000,,,,,,
,Day 6,CQ-TRANS-06,重庆,7座车(大足往返),1000,天,0,0,1,1000,,,Day 21,-,-,-,,,,,,
,Day 6,CQ-TICKET-04,重庆,大足石刻,155,人,2,310,4,620,,,小计,,,,,,,,,
,Day 7,MULTI-TRAIN-01,重庆-成都,高铁二等座,150,人,2,300,4,600,07:44-09:32 重庆西-成都东,,,"8,850","12,100","21,400",,,,,,
,Day 7,CD-GUIDE-01,成都,英文导游,800,天,1,800,1,800,,,,"17,700","24,200","42,800",,,,,,
,Day 7,CD-TRANS-01,成都,滴滴快车市内,200,天,1,200,0,0,,,"Day 1: 宿上海 (Shanghai)
Day 2: 宿上海 (Shanghai)
Day 3: 宿上海 (Shanghai)
Day 4: 宿重庆 (Chongqing)
Day 5: 宿重庆 (Chongqing)
Day 6: 宿重庆 (Chongqing)
Day 7: 宿成都 (Chengdu)
Day 8: 宿成都 (Chengdu)
Day 9: 宿张家界 (Zhangjiajie)
Day 10: 宿张家界 (Zhangjiajie)
Day 11: 宿昆明 (Kunming)
Day 12: 宿大理 (Dali)
Day 13: 宿丽江 (Lijiang)
Day 14: 宿香格里拉 (Shangri-La)
Day 15: 宿西安 (Xi’an)
Day 16: 宿西安 (Xi’an)
Day 17: 宿西安 (Xi’an)
Day 18: 宿北京 (Beijing)
Day 19: 宿北京 (Beijing)
Day 20: 宿北京 (Beijing)",,,,,,,,,
,Day 7,CD-TRANS-02,成都,7座车市内包车,700,天,0,0,1,700,,,,,,,,,,,,
,Day 7,CD-TICKET-01,成都,武侯祠,50,人,2,100,4,200,,,,,,,,,,,,
,Day 7,CD-ACTIVITY-01,成都,川剧表演,150,人,3,450,5,750,含导游,,,,,,,,,,,
,Day 8,CD-GUIDE-01,成都,英文导游,800,天,1,800,1,800,,,,,,,,,,,,
,Day 8,CD-TRANS-01,成都,滴滴快车市内,200,天,1,200,0,0,,,,,,,,,,,,
,Day 8,CD-TRANS-02,成都,7座车市内包车,700,天,0,0,1,700,,,,,,,,,,,,
,Day 8,CD-TICKET-03,成都,熊猫基地,55,人,2,110,4,220,,,,,,,,,,,,
,Day 9,MULTI-TRAIN-02,成都-张家界,高铁二等座,416,人,2,832,4,1664,08:00-11:58 成都东-张家界西,,,,,,,,,,,
,Day 9,ZJJ-GUIDE-01,张家界,英文导游,700,天,1,700,1,700,,,团队规模,酒店星级,产品总成本,总售价 (含30%利润),单人售价,,,,,
,Day 9,ZJJ-TRANS-05,张家界,滴滴快车,150,天,1,150,0,0,,,2人团,3星,"46,995","61,094","30,547",,,,,
,Day 9,ZJJ-TRANS-02,张家界,7座车包车,650,天,0,0,1,650,,,,4星,"50,245","65,319","32,659",,,,,
,Day 9,ZJJ-TICKET-01,张家界,天门山门票,278,人,2,556,4,1112,,,,5星,"59,545","77,409","38,704",,,,,
,Day 10,ZJJ-GUIDE-01,张家界,英文导游,700,天,1,700,1,700,,,4人团,3星,"77,181","100,335","25,084",,,,,
,Day 10,ZJJ-TRANS-05,张家界,滴滴快车,150,天,1,150,0,0,,,,4星,"83,681","108,785","27,196",,,,,
,Day 10,ZJJ-TRANS-02,张家界,7座车包车,650,天,0,0,1,650,,,,5星,"102,281","132,965","33,241",,,,,
,Day 10,ZJJ-TICKET-02,张家界,森林公园门票,227,人,2,454,4,908,,,,,,,,,,,,
,Day 10,ZJJ-TICKET-03,张家界,门票百龙天梯单程,65,人,2,130,4,260,森林公园内交通工具,,,,,,,,,,,
,Day 10,ZJJ-TICKET-05,张家界,门票天子山索道单程,72,人,2,144,4,288,森林公园内交通工具,,,,,,,,,,,
,Day 11,ZJJ-TRANS-06,张家界,送机7座车包车,650,天,1,650,1,650,,,,,,,,,,,,
,Day 11,MULTI-FLIGHT-02,常德-昆明,经济舱机票 ,800,人,2,1600,4,3200,15:35-17:30 春秋9C8829,,,,,,,,,,,
,Day 11,YN-GUIDE-01,云南,英文导游,500,天,1,500,1,500,,,,,,,,,,,,
,Day 11,YN-TRANS-01,昆明,5座SUV包车,300,天,1,300,0,0,2人团用,,,,,,,,,,,
,Day 11,YN-TRANS-02,昆明,7座商务车包车,500,天,0,0,1,500,4人团用,,,,,,,,,,,
,Day 11,YN-TICKET-XX,昆明,石林（含观光车）,165,人,2,330,4,660,,,,,,,,,,,,
,Day 12,YN-GUIDE-01,云南,英文导游,500,天,1,500,1,500,,,,,,,,,,,,
,Day 12,YN-TRANS-05,昆明-大理,高铁二等座,160,人,2,320,4,640,,,,,,,,,,,,
,Day 13,YN-GUIDE-01,云南,英文导游,500,天,1,500,1,500,,,,,,,,,,,,
,Day 13,YN-TRANS-03,大理-丽江,5座SUV跨区包车,2400,次,1,2400,0,0,D13-15用车,,,,,,,,,,,
,Day 13,YN-TRANS-04,大理-丽江,7座车跨区包车,3200,次,0,0,1,3200,D13-15用车,,,,,,,,,,,
,Day 13,YN-TICKET-03,丽江,丽江古城维护费,50,人,2,100,4,200,,,,,,,,,,,,
,Day 14,YN-GUIDE-01,云南,英文导游,500,天,1,500,1,500,,,,,,,,,,,,
,Day 14,YN-TICKET-04,丽江,虎跳峡门票,45,人,2,90,4,180,,,,,,,,,,,,
,Day 15,YN-GUIDE-01,云南,英文导游,500,天,1,500,1,500,,,,,,,,,,,,
,Day 15,YN-TICKET-05,香格里拉,普达措公园,138,人,2,276,4,552,,,,,,,,,,,,
,Day 15,MULTI-FLIGHT-03,丽江-西安,经济舱机票 (估),900,人,2,1800,4,3600,21:00-23:05西藏航TV6032,,,,,,,,,,,
,Day 16,XA-GUIDE-01,西安,英文导游,900,天,1,900,1,900,,,,,,,,,,,,
,Day 16,XA-TRANS-06,西安,滴滴快车市内,230,天,1,230,0,0,含50人民币空间,,,,,,,,,,,
,Day 16,XA-TRANS-02,西安,7座车包车,600,天,0,0,1,600,,,,,,,,,,,,
,Day 16,XA-TICKET-07,西安,大唐芙蓉园,120,人,2,240,4,480,,,,,,,,,,,,
,Day 17,XA-GUIDE-01,西安,英文导游,900,天,1,900,1,900,,,,,,,,,,,,
,Day 17,XA-TRANS-02,西安,7座车(兵马俑),600,天,1,600,1,600,,,,,,,,,,,,
,Day 17,XA-TICKET-01,西安,兵马俑门票,120,人,2,240,4,480,,,,,,,,,,,,
,Day 17,XA-ACTIVITY-01,西安,兵马俑DIY,55,人,2,110,4,220,,,,,,,,,,,,
,Day 18,XA-GUIDE-01,西安,英文导游,900,天,1,900,1,900,,,,,,,,,,,,
,Day 18,XA-TRANS-06,西安,滴滴快车市内,230,天,1,230,0,0,含50人民币空间,,,,,,,,,,,
,Day 18,XA-TRANS-02,西安,7座车包车,600,天,0,0,1,600,,,,,,,,,,,,
"
",Day 18,XA-TICKET-03,西安,西安城墙,54,人,2,108,4,216,,,,,,,,,,,,
,Day 18,XA-ACTIVITY-03,西安,城墙骑行,45,人,3,135,5,225,含导游,,,,,,,,,,,
,Day 18,XA-TICKET-06,西安,大慈恩寺,45,人,2,90,4,180,,,,,,,,,,,,
,Day 18,MULTI-TRAIN-03,西安-北京,高铁二等座,550,人,2,1100,4,2200,西安北-北京西16:51-22:54,,,,,,,,,,,
,Day 19,BJ-GUIDE-01,北京,英文导游,800,天,1,800,1,800,,,,,,,,,,,,
,Day 19,BJ-TRANS-06,北京,滴滴快车市内,250,天,1,250,0,0,含50人民币空间,,,,,,,,,,,
,Day 19,BJ-TRANS-02,北京,7座车市内包车,650,天,0,0,1,650,,,,,,,,,,,,
,Day 19,BJ-TICKET-01,北京,故宫门票,60,人,2,120,4,240,,,,,,,,,,,,
,Day 19,BJ-ACTIVITY-01,北京,胡同三轮车,300,人,2,600,4,1200,含导游,,,,,,,,,,,
,Day 20,BJ-GUIDE-01,北京,英文导游,800,天,1,800,1,800,,,,,,,,,,,,
,Day 20,BJ-TRANS-02,北京,7座车市内包车,650,天,1,650,1,650,用于长城,,,,,,,,,,,
,Day 20,BJ-TICKET-03,北京,慕田峪长城,180,人,2,360,4,720,,,,,,,,,,,,
,Day 20,BJ-TICKET-04,北京,颐和园门票,30,人,2,60,4,120,,,,,,,,,,,,
,Day 21,BJ-GUIDE-01,北京,英文导游,800,天,1,800,1,800,,,,,,,,,,,,
,Day 21,BJ-TRANS-06,北京,滴滴快车市内,250,天,1,250,0,0,含50人民币空间,,,,,,,,,,,
,Day 21,BJ-TRANS-02,北京,7座车市内包车,650,天,0,0,1,650,,,,,,,,,,,,
,Day 21,BJ-TICKET-06,北京,天坛联票,34,人,2,68,4,136,,,,,,,,,,,,
,Day 21,BJ-TICKET-05,北京,雍和宫门票,25,人,2,50,4,100,,,,,,,,,,,,
,Day 21,BJ-TRANS-04,北京,机场送机,200,次,1,200,1,200,,,,,,,,,,,,
,,操作费,,,,,,500,,706,,,,,,,,,,,,
,总计,,,,,,,38145,,59481,,,,,,,,,,,,
